,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc
2019-05-01,11.5,6.5,16.7,86.9,,,,Le Haut-Richelieu
2019-06-01,19.0,12.4,24.5,100.7,6.3,1011.6,,Le Haut-Richelieu
2019-07-01,24.1,17.1,29.5,55.2,5.7,1012.8,,Le Haut-Richelieu
2019-08-01,21.3,13.9,26.2,64.5,5.2,1013.5,,Le Haut-Richelieu
2019-09-01,16.1,9.7,20.7,136.0,,,,Le Haut-Richelieu
2019-10-01,9.0,4.7,14.8,201.2,,,,Le Haut-Richelieu
2019-11-01,-1.9,-6.0,2.2,67.3,,,,Le Haut-Richelieu
2019-12-01,-4.4,-8.2,-0.7,61.5,,,,Le Haut-Richelieu
2020-01-01,-5.1,-9.4,-2.0,96.2,6.8,1018.6,,Le Haut-Richelieu
2020-02-01,-8.2,-14.7,-1.6,59.1,11.4,1015.1,,Le Haut-Richelieu
2020-03-01,0.6,-3.5,4.7,92.2,,,,Le Haut-Richelieu
2020-04-01,4.7,-0.4,9.8,55.6,12.6,1010.9,,Le Haut-Richelieu
2020-05-01,13.8,7.6,19.5,46.4,12.8,1015.0,,Le Haut-Richelieu
2020-06-01,19.3,12.5,26.0,45.5,10.2,1013.6,,Le Haut-Richelieu
2020-07-01,23.0,17.1,28.9,163.2,9.1,1011.7,,Le Haut-Richelieu
2020-08-01,19.3,13.7,24.9,141.7,7.8,1012.8,,Le Haut-Richelieu
2020-09-01,14.3,8.3,20.2,72.3,10.4,1017.5,,Le Haut-Richelieu
2020-10-01,8.3,3.4,13.1,99.7,10.7,1017.9,,Le Haut-Richelieu
2020-11-01,4.7,0.2,9.2,43.2,13.4,1017.4,,Le Haut-Richelieu
2020-12-01,-2.2,-5.8,1.4,39.6,13.5,1014.8,,Le Haut-Richelieu
2021-01-01,-7.6,-11.2,-3.9,43.5,9.2,1016.3,,Le Haut-Richelieu
2021-02-01,-9.0,-14.2,-3.8,48.5,10.3,1019.1,,Le Haut-Richelieu
2021-03-01,-0.5,-5.9,4.9,42.4,,,,Le Haut-Richelieu
2021-04-01,8.0,2.3,13.7,88.2,9.3,1011.9,,Le Haut-Richelieu
2021-05-01,13.9,7.4,20.4,11.5,10.0,1017.0,,Le Haut-Richelieu
2021-06-01,20.8,14.8,26.7,86.1,12.4,1012.6,,Le Haut-Richelieu
2021-07-01,19.3,14.3,24.3,77.0,7.9,1014.0,,Le Haut-Richelieu
2021-08-01,21.9,16.4,27.4,45.0,8.1,1015.6,,Le Haut-Richelieu
2021-09-01,16.5,11.3,21.7,70.9,9.2,1014.2,,Le Haut-Richelieu
2021-10-01,11.8,7.4,16.1,144.5,8.1,1014.9,,Le Haut-Richelieu
2021-11-01,1.8,-2.6,6.2,55.6,9.6,1016.5,,Le Haut-Richelieu
2021-12-01,-3.3,-7.7,1.2,72.8,12.1,1015.4,,Le Haut-Richelieu
2022-01-01,-14.2,-21.1,-7.3,34.4,11.2,1018.9,,Le Haut-Richelieu
2022-02-01,-8.4,-14.1,-2.6,84.6,16.3,1020.8,,Le Haut-Richelieu
2022-03-01,-1.1,-5.6,3.4,78.6,,,,Le Haut-Richelieu
2022-04-01,6.2,1.3,11.1,129.7,12.1,1014.8,,Le Haut-Richelieu
2022-05-01,15.1,8.4,21.9,63.2,10.9,1016.6,,Le Haut-Richelieu
2022-06-01,17.9,12.6,23.2,206.8,11.7,1012.3,,Le Haut-Richelieu
2022-07-01,21.0,14.8,27.3,67.8,9.5,1011.4,,Le Haut-Richelieu
2022-08-01,20.5,14.7,26.2,125.0,6.8,1014.5,,Le Haut-Richelieu
2022-09-01,15.1,9.9,20.2,102.9,7.7,1015.0,,Le Haut-Richelieu
2022-10-01,9.9,3.8,16.1,51.0,9.2,1017.4,,Le Haut-Richelieu
2022-11-01,3.8,-0.4,8.0,71.4,11.9,1017.5,,Le Haut-Richelieu
2022-12-01,-2.1,-5.3,1.1,95.1,14.1,1018.9,,Le Haut-Richelieu
2023-01-01,-4.5,-8.0,-1.1,93.2,8.6,1016.1,,Le Haut-Richelieu
2023-02-01,-7.2,-12.9,-1.5,48.8,12.3,1016.2,,Le Haut-Richelieu
2023-03-01,-1.6,-5.5,2.3,64.9,,,,Le Haut-Richelieu
2023-04-01,8.2,2.5,14.0,94.8,11.1,1015.7,,Le Haut-Richelieu
2023-05-01,13.4,6.4,20.4,38.7,11.1,1015.6,,Le Haut-Richelieu
2023-06-01,18.7,13.3,24.1,92.3,7.7,1011.0,,Le Haut-Richelieu
2023-07-01,21.8,17.0,26.6,292.0,7.4,1011.3,,Le Haut-Richelieu
2023-08-01,18.9,13.9,23.9,115.4,7.7,1011.8,,Le Haut-Richelieu
2023-09-01,17.2,11.7,22.8,25.0,5.8,1018.2,,Le Haut-Richelieu
2023-10-01,11.9,7.6,16.2,135.6,9.2,1012.4,,Le Haut-Richelieu
2023-11-01,1.4,-2.2,5.1,76.7,11.4,1017.8,,Le Haut-Richelieu
2023-12-01,-1.2,-4.2,1.8,141.6,8.7,1019.1,,Le Haut-Richelieu
2016-01-01,-7.4,-13.0,-1.8,27.3,10.8,,,Le Haut-Saint-Laurent
2016-02-01,-6.7,-11.9,-1.4,125.7,,,,Le Haut-Saint-Laurent
2016-03-01,0.2,-4.5,5.0,80.4,,,,Le Haut-Saint-Laurent
2016-04-01,3.9,-2.3,10.1,75.0,,,,Le Haut-Saint-Laurent
2016-05-01,14.2,6.6,20.5,21.1,10.1,1014.1,,Le Haut-Saint-Laurent
2016-06-01,18.9,12.4,25.5,73.0,6.0,1011.2,,Le Haut-Saint-Laurent
2016-07-01,21.5,15.2,27.7,56.1,10.4,1012.5,,Le Haut-Saint-Laurent
2016-08-01,22.0,15.9,28.1,102.2,,,,Le Haut-Saint-Laurent
2016-09-01,16.2,9.1,23.2,24.5,,,,Le Haut-Saint-Laurent
2016-10-01,9.7,4.1,14.3,175.1,10.2,1018.6,,Le Haut-Saint-Laurent
2016-11-01,3.8,-0.6,8.2,58.2,,,,Le Haut-Saint-Laurent
2016-12-01,-4.2,-8.7,0.3,72.6,,,,Le Haut-Saint-Laurent
2017-01-01,-4.2,-8.1,-0.2,67.6,,,,Le Haut-Saint-Laurent
2017-02-01,-3.8,-8.2,0.6,78.0,10.8,1012.3,,Le Haut-Saint-Laurent
2017-03-01,-5.3,-10.5,0.0,98.7,,,,Le Haut-Saint-Laurent
2017-04-01,8.5,3.8,13.1,136.4,12.6,1015.5,,Le Haut-Saint-Laurent
2017-05-01,12.9,7.8,17.7,120.1,11.2,1011.7,,Le Haut-Saint-Laurent
2017-06-01,18.6,13.9,23.4,125.6,,,,Le Haut-Saint-Laurent
2017-07-01,20.0,15.5,24.8,88.6,9.1,1013.6,,Le Haut-Saint-Laurent
2017-08-01,19.6,13.4,25.6,92.4,,,,Le Haut-Saint-Laurent
2017-09-01,17.7,11.2,24.1,27.3,,,,Le Haut-Saint-Laurent
2017-10-01,13.1,6.7,19.4,99.6,8.1,,,Le Haut-Saint-Laurent
2017-11-01,1.4,-4.2,7.0,64.4,,,,Le Haut-Saint-Laurent
2017-12-01,-8.9,-12.7,-5.2,57.0,10.6,1016.7,,Le Haut-Saint-Laurent
2018-01-01,-9.6,-15.1,-4.1,82.0,10.5,1020.6,,Le Haut-Saint-Laurent
2018-02-01,-3.5,-8.2,1.2,83.4,,,,Le Haut-Saint-Laurent
2018-03-01,-1.6,-6.5,1.7,75.9,,,,Le Haut-Saint-Laurent
2018-04-01,3.6,-1.0,8.2,101.6,,,,Le Haut-Saint-Laurent
2018-05-01,15.1,9.3,22.1,50.6,,,,Le Haut-Saint-Laurent
2018-06-01,17.9,11.6,24.2,95.8,,,,Le Haut-Saint-Laurent
2018-07-01,22.5,15.5,29.4,47.7,,,,Le Haut-Saint-Laurent
2018-08-01,21.5,15.4,27.6,43.8,,,,Le Haut-Saint-Laurent
2018-09-01,17.2,12.1,22.8,93.0,,,,Le Haut-Saint-Laurent
2018-10-01,6.6,3.6,11.2,82.0,,,,Le Haut-Saint-Laurent
2018-11-01,-0.8,-3.2,2.7,115.5,,1017.0,,Le Haut-Saint-Laurent
2018-12-01,-5.4,-10.3,-0.4,70.9,8.4,1018.9,,Le Haut-Saint-Laurent
2019-01-01,-10.5,-15.6,-5.5,93.0,,,,Le Haut-Saint-Laurent
2019-02-01,-8.6,-14.3,-2.9,59.3,,,,Le Haut-Saint-Laurent
2019-03-01,-3.5,-6.6,1.9,68.8,,,,Le Haut-Saint-Laurent
2019-04-01,5.5,0.4,10.5,111.4,,,,Le Haut-Saint-Laurent
2019-05-01,11.4,5.7,17.1,77.1,,,,Le Haut-Saint-Laurent
2019-06-01,17.6,10.9,24.3,67.2,9.8,1011.7,,Le Haut-Saint-Laurent
2019-07-01,22.0,14.9,29.0,35.1,9.6,1012.9,,Le Haut-Saint-Laurent
2019-08-01,18.7,11.6,25.8,85.5,8.7,1013.6,,Le Haut-Saint-Laurent
2019-09-01,14.6,7.9,21.4,110.2,,,,Le Haut-Saint-Laurent
2019-10-01,9.5,4.5,14.6,183.1,,,,Le Haut-Saint-Laurent
2019-11-01,-1.9,-6.9,3.1,69.2,,,,Le Haut-Saint-Laurent
2019-12-01,-4.2,-8.7,0.3,59.6,,,,Le Haut-Saint-Laurent
2020-01-01,-5.2,-9.4,-0.9,94.9,10.7,1018.3,,Le Haut-Saint-Laurent
2020-02-01,-6.9,-13.2,-0.6,58.5,12.3,1014.9,,Le Haut-Saint-Laurent
2020-03-01,1.2,-3.7,6.0,91.6,,,,Le Haut-Saint-Laurent
2020-04-01,4.6,-1.3,10.6,46.0,13.3,1010.6,,Le Haut-Saint-Laurent
2020-05-01,12.3,5.4,19.3,40.8,11.5,1015.0,,Le Haut-Saint-Laurent
2020-06-01,17.8,13.4,25.6,40.9,6.6,1013.5,,Le Haut-Saint-Laurent
2020-07-01,22.9,16.4,29.5,86.3,7.8,1011.7,,Le Haut-Saint-Laurent
2020-08-01,19.2,12.8,25.5,109.2,7.0,1012.8,,Le Haut-Saint-Laurent
2020-09-01,14.1,7.4,20.7,51.6,7.6,1017.3,,Le Haut-Saint-Laurent
2020-10-01,8.2,2.3,14.2,90.0,9.2,1018.0,,Le Haut-Saint-Laurent
2020-11-01,4.4,-1.0,9.8,45.5,12.1,1017.4,,Le Haut-Saint-Laurent
2020-12-01,-2.2,-5.9,1.6,40.2,11.4,1014.5,,Le Haut-Saint-Laurent
2021-01-01,-7.2,-11.3,-3.1,50.9,10.5,1016.4,,Le Haut-Saint-Laurent
2021-02-01,-8.9,-14.9,-3.0,58.7,10.1,1018.8,,Le Haut-Saint-Laurent
2021-03-01,0.2,-6.3,6.6,42.3,,,,Le Haut-Saint-Laurent
2021-04-01,8.2,2.1,14.2,70.6,11.6,1011.7,,Le Haut-Saint-Laurent
2021-05-01,13.6,6.6,20.5,3.8,11.3,1016.8,,Le Haut-Saint-Laurent
2021-06-01,20.9,14.7,27.1,87.5,10.4,1012.4,,Le Haut-Saint-Laurent
2021-07-01,19.3,14.0,24.7,102.3,7.0,1014.0,,Le Haut-Saint-Laurent
2021-08-01,22.0,16.1,27.8,58.3,6.4,1015.4,,Le Haut-Saint-Laurent
2021-09-01,16.0,9.7,22.2,81.1,6.3,1014.0,,Le Haut-Saint-Laurent
2021-10-01,11.7,6.8,16.6,153.5,8.4,1014.5,,Le Haut-Saint-Laurent
2021-11-01,2.0,-2.8,6.9,71.6,8.6,1016.1,,Le Haut-Saint-Laurent
2021-12-01,-3.0,-7.5,1.5,54.5,12.8,1014.8,,Le Haut-Saint-Laurent
2022-01-01,-14.2,-21.5,-7.0,29.4,9.7,1018.9,,Le Haut-Saint-Laurent
2022-02-01,-8.7,-15.7,-1.6,78.7,11.9,1020.2,,Le Haut-Saint-Laurent
2022-03-01,-1.0,-6.0,4.1,117.8,,,,Le Haut-Saint-Laurent
2022-04-01,6.4,1.2,11.7,119.8,12.7,1014.3,,Le Haut-Saint-Laurent
2022-05-01,15.1,7.6,22.6,69.7,9.1,1015.8,,Le Haut-Saint-Laurent
2022-06-01,18.5,12.7,24.3,130.3,9.3,1012.1,,Le Haut-Saint-Laurent
2022-07-01,21.3,15.4,27.3,75.8,9.1,1011.3,,Le Haut-Saint-Laurent
2022-08-01,20.4,13.8,27.0,81.9,5.9,1014.3,,Le Haut-Saint-Laurent
2022-09-01,15.1,9.3,20.9,74.3,6.7,1015.1,,Le Haut-Saint-Laurent
2022-10-01,9.1,1.0,17.3,26.0,6.8,1016.9,,Le Haut-Saint-Laurent
2022-11-01,4.1,-1.1,9.2,121.0,10.8,1017.1,,Le Haut-Saint-Laurent
2022-12-01,-1.8,-5.2,1.6,81.8,13.3,1018.4,,Le Haut-Saint-Laurent
2023-01-01,-4.7,-8.2,-1.1,98.2,10.3,1016.2,,Le Haut-Saint-Laurent
2023-02-01,-6.9,-13.2,-0.6,62.0,12.5,1016.1,,Le Haut-Saint-Laurent
2023-03-01,-1.6,-6.0,2.9,60.0,,,,Le Haut-Saint-Laurent
2023-04-01,8.1,2.3,13.9,113.0,13.1,1015.5,,Le Haut-Saint-Laurent
2023-05-01,13.0,5.3,20.6,62.0,11.6,1016.0,,Le Haut-Saint-Laurent
2023-06-01,18.6,12.3,24.9,79.9,8.1,1011.1,,Le Haut-Saint-Laurent
2023-07-01,22.0,16.5,27.5,194.2,7.5,1011.3,,Le Haut-Saint-Laurent
2023-08-01,18.8,12.9,24.8,120.9,7.7,1011.9,,Le Haut-Saint-Laurent
2023-09-01,16.8,10.3,23.3,26.5,7.6,1018.3,,Le Haut-Saint-Laurent
2023-10-01,12.0,7.2,16.8,125.4,8.8,1012.6,,Le Haut-Saint-Laurent
2023-11-01,2.0,-2.4,6.4,53.2,11.2,1017.8,,Le Haut-Saint-Laurent
2023-12-01,-0.8,-3.7,2.1,123.7,11.5,1019.0,,Le Haut-Saint-Laurent
2016-01-01,-7.3,-12.1,-2.5,36.1,17.6,1013.8,,Les Jardins-de-Napierville
2016-02-01,-6.2,-11.1,-1.2,102.5,,,,Les Jardins-de-Napierville
2016-03-01,0.1,-4.4,4.5,75.1,,,,Les Jardins-de-Napierville
2016-04-01,3.6,-2.2,9.2,66.1,,,,Les Jardins-de-Napierville
2016-05-01,13.8,7.1,20.5,50.3,,,,Les Jardins-de-Napierville
2016-06-01,19.7,10.9,24.4,50.8,6.0,1011.2,,Les Jardins-de-Napierville
2016-07-01,20.8,14.8,26.7,78.3,9.0,1012.5,,Les Jardins-de-Napierville
2016-08-01,21.1,15.5,26.6,160.2,,,,Les Jardins-de-Napierville
2016-09-01,16.5,9.8,23.1,44.0,,,,Les Jardins-de-Napierville
2016-10-01,9.2,4.7,13.7,171.7,9.8,1018.5,,Les Jardins-de-Napierville
2016-11-01,3.8,-0.1,7.6,56.6,,,,Les Jardins-de-Napierville
2016-12-01,-4.6,-9.1,-0.1,59.1,17.0,,,Les Jardins-de-Napierville
2017-01-01,-4.0,-7.5,-0.5,61.9,,,,Les Jardins-de-Napierville
2017-02-01,-4.2,-8.5,0.1,91.2,11.3,,,Les Jardins-de-Napierville
2017-03-01,-5.2,-10.2,-0.2,127.1,,,,Les Jardins-de-Napierville
2017-04-01,7.8,3.1,12.3,143.3,11.8,1015.5,,Les Jardins-de-Napierville
2017-05-01,12.7,7.7,17.8,77.4,,,,Les Jardins-de-Napierville
2017-06-01,18.4,12.8,23.8,117.9,,,,Les Jardins-de-Napierville
2017-07-01,19.9,14.5,25.1,104.5,13.3,1013.6,,Les Jardins-de-Napierville
2017-08-01,18.8,13.1,24.4,116.5,,,,Les Jardins-de-Napierville
2017-09-01,17.0,10.6,23.4,41.1,,,,Les Jardins-de-Napierville
2017-10-01,12.9,7.6,18.2,112.4,11.8,,,Les Jardins-de-Napierville
2017-11-01,1.2,-3.4,5.7,69.2,,,,Les Jardins-de-Napierville
2017-12-01,-9.3,-13.1,-5.4,58.0,10.7,1016.7,,Les Jardins-de-Napierville
2018-01-01,-9.9,-14.9,-4.7,99.5,14.5,,,Les Jardins-de-Napierville
2018-02-01,-5.1,-10.9,0.6,70.2,,,,Les Jardins-de-Napierville
2018-03-01,-1.9,-5.6,1.9,52.1,,,,Les Jardins-de-Napierville
2018-04-01,3.3,-1.2,8.2,136.5,,,,Les Jardins-de-Napierville
2018-05-01,14.8,8.0,21.6,69.4,,,,Les Jardins-de-Napierville
2018-06-01,19.2,12.1,23.8,107.8,,,,Les Jardins-de-Napierville
2018-07-01,22.2,16.2,28.7,79.6,,,,Les Jardins-de-Napierville
2018-08-01,21.5,16.1,26.8,82.1,,,,Les Jardins-de-Napierville
2018-09-01,16.3,11.7,22.4,120.3,,,,Les Jardins-de-Napierville
2018-10-01,6.6,3.5,11.4,68.1,,,,Les Jardins-de-Napierville
2018-11-01,-1.0,-3.5,2.9,103.4,16.7,1016.6,,Les Jardins-de-Napierville
2018-12-01,-5.3,-9.4,0.2,186.2,12.9,1018.6,,Les Jardins-de-Napierville
2019-01-01,-10.0,-15.5,-4.5,120.3,,,,Les Jardins-de-Napierville
2019-02-01,-7.7,-13.6,-2.6,84.2,19.5,1019.5,,Les Jardins-de-Napierville
2019-03-01,-3.6,-8.3,2.2,64.3,,,,Les Jardins-de-Napierville
2019-04-01,5.2,1.0,10.6,138.2,18.9,1014.7,,Les Jardins-de-Napierville
2019-05-01,11.5,6.5,16.7,86.9,,,,Les Jardins-de-Napierville
2019-06-01,17.0,11.8,23.9,69.4,6.3,1011.6,,Les Jardins-de-Napierville
2019-07-01,21.7,16.3,28.7,55.2,6.5,1012.9,,Les Jardins-de-Napierville
2019-08-01,18.6,13.4,25.5,79.1,6.0,1013.6,,Les Jardins-de-Napierville
2019-09-01,14.6,9.5,20.6,136.0,,,,Les Jardins-de-Napierville
2019-10-01,8.8,3.9,14.6,201.2,,,,Les Jardins-de-Napierville
2019-11-01,-1.9,-6.0,2.2,67.3,,,,Les Jardins-de-Napierville
2019-12-01,-4.4,-8.2,-0.7,61.5,,,,Les Jardins-de-Napierville
2020-01-01,-5.6,-9.2,-1.4,96.2,7.9,1017.9,,Les Jardins-de-Napierville
2020-02-01,-8.2,-14.7,-1.6,59.1,11.4,1014.5,,Les Jardins-de-Napierville
2020-03-01,0.6,-3.5,4.7,92.2,,,,Les Jardins-de-Napierville
2020-04-01,4.7,-0.4,9.8,55.6,12.6,1010.9,,Les Jardins-de-Napierville
2020-05-01,13.8,6.5,19.4,46.4,12.8,1015.0,,Les Jardins-de-Napierville
2020-06-01,19.3,12.5,26.0,45.5,10.2,1013.5,,Les Jardins-de-Napierville
2020-07-01,23.0,17.1,28.9,163.2,9.1,1011.7,,Les Jardins-de-Napierville
2020-08-01,19.3,13.7,24.9,141.7,7.8,1012.8,,Les Jardins-de-Napierville
2020-09-01,14.3,8.3,20.2,72.3,10.4,1017.5,,Les Jardins-de-Napierville
2020-10-01,8.3,3.4,13.1,99.7,10.7,1017.9,,Les Jardins-de-Napierville
2020-11-01,4.7,0.2,9.2,43.2,13.4,1017.4,,Les Jardins-de-Napierville
2020-12-01,-2.2,-5.8,1.4,39.6,13.5,1014.8,,Les Jardins-de-Napierville
2021-01-01,-7.6,-11.2,-3.9,43.5,9.2,1016.3,,Les Jardins-de-Napierville
2021-02-01,-9.0,-14.2,-3.8,48.5,10.3,1019.1,,Les Jardins-de-Napierville
2021-03-01,-0.5,-5.9,4.9,42.4,,,,Les Jardins-de-Napierville
2021-04-01,8.0,2.3,13.7,88.2,9.3,1011.9,,Les Jardins-de-Napierville
2021-05-01,13.9,7.4,20.4,11.5,10.0,1017.0,,Les Jardins-de-Napierville
2021-06-01,20.8,14.8,26.7,86.1,12.4,1012.6,,Les Jardins-de-Napierville
2021-07-01,19.3,14.3,24.3,77.0,7.9,1014.0,,Les Jardins-de-Napierville
2021-08-01,21.9,16.4,27.4,45.0,8.1,1015.6,,Les Jardins-de-Napierville
2021-09-01,16.5,11.3,21.7,70.9,9.2,1014.2,,Les Jardins-de-Napierville
2021-10-01,11.8,7.4,16.1,144.5,8.1,1014.9,,Les Jardins-de-Napierville
2021-11-01,1.8,-2.6,6.2,55.6,9.6,1016.5,,Les Jardins-de-Napierville
2021-12-01,-3.3,-7.7,1.2,72.8,12.1,1015.4,,Les Jardins-de-Napierville
2022-01-01,-14.2,-21.1,-7.3,34.4,11.2,1018.9,,Les Jardins-de-Napierville
2022-02-01,-8.4,-14.1,-2.6,84.6,16.3,1020.8,,Les Jardins-de-Napierville
2022-03-01,-1.1,-5.6,3.4,78.6,,,,Les Jardins-de-Napierville
2022-04-01,6.2,1.3,11.1,129.7,12.1,1014.8,,Les Jardins-de-Napierville
2022-05-01,15.1,8.4,21.9,63.2,10.9,1016.6,,Les Jardins-de-Napierville
2022-06-01,17.9,12.6,23.2,206.8,11.7,1012.3,,Les Jardins-de-Napierville
2022-07-01,21.0,14.8,27.3,67.8,9.5,1011.4,,Les Jardins-de-Napierville
2022-08-01,20.5,14.7,26.2,125.0,6.8,1014.5,,Les Jardins-de-Napierville
2022-09-01,15.1,9.9,20.2,102.9,7.7,1015.0,,Les Jardins-de-Napierville
2022-10-01,9.9,3.8,16.1,51.0,9.2,1017.4,,Les Jardins-de-Napierville
2022-11-01,3.8,-0.4,8.0,71.4,11.9,1017.5,,Les Jardins-de-Napierville
2022-12-01,-2.1,-5.3,1.1,95.1,14.1,1018.9,,Les Jardins-de-Napierville
2023-01-01,-4.5,-8.0,-1.1,93.2,8.6,1016.1,,Les Jardins-de-Napierville
2023-02-01,-7.2,-12.9,-1.5,48.8,12.3,1016.2,,Les Jardins-de-Napierville
2023-03-01,-1.6,-5.5,2.3,64.9,,,,Les Jardins-de-Napierville
2023-04-01,8.2,2.5,14.0,94.8,11.1,1015.7,,Les Jardins-de-Napierville
2023-05-01,13.4,6.4,20.4,38.7,11.1,1015.6,,Les Jardins-de-Napierville
2023-06-01,18.7,13.3,24.1,92.3,7.7,1011.0,,Les Jardins-de-Napierville
2023-07-01,21.8,17.0,26.6,292.0,7.4,1011.3,,Les Jardins-de-Napierville
2023-08-01,18.9,13.9,23.9,115.4,7.7,1011.8,,Les Jardins-de-Napierville
2023-09-01,17.2,11.7,22.8,25.0,5.8,1018.2,,Les Jardins-de-Napierville
2023-10-01,11.9,7.6,16.2,135.6,9.2,1012.4,,Les Jardins-de-Napierville
2023-11-01,1.4,-2.2,5.1,76.7,11.4,1017.8,,Les Jardins-de-Napierville
2023-12-01,-1.2,-4.2,1.8,141.6,8.7,1019.1,,Les Jardins-de-Napierville
2016-02-01,-6.2,-11.1,-1.2,114.7,,,,Les Maskoutains
2016-03-01,0.3,-4.2,4.8,104.7,,,,Les Maskoutains
2016-04-01,4.1,-1.1,9.2,66.1,,,,Les Maskoutains
2016-05-01,13.8,7.1,20.5,50.3,7.6,1013.6,,Les Maskoutains
2016-06-01,17.0,11.6,22.4,80.2,6.0,1011.2,,Les Maskoutains
2016-07-01,20.8,14.8,26.7,78.3,9.0,1012.4,,Les Maskoutains
2016-08-01,21.1,15.5,26.6,160.2,,,,Les Maskoutains
2016-09-01,16.5,9.8,23.1,44.0,,,,Les Maskoutains
2016-10-01,9.1,5.1,13.1,185.0,9.8,,,Les Maskoutains
2016-11-01,3.6,0.3,6.9,70.0,,,,Les Maskoutains
2016-12-01,-5.2,-9.1,-1.2,86.5,11.9,1015.3,,Les Maskoutains
2017-01-01,-4.8,-8.0,-1.6,61.9,,,,Les Maskoutains
2017-02-01,-4.5,-8.4,-0.6,103.3,11.3,1011.6,,Les Maskoutains
2017-03-01,-5.7,-10.3,-1.1,141.2,,,,Les Maskoutains
2017-04-01,7.5,3.2,11.6,143.3,11.8,1015.5,,Les Maskoutains
2017-05-01,12.7,7.8,17.6,77.4,,,,Les Maskoutains
2017-06-01,18.5,13.4,23.4,91.8,,,,Les Maskoutains
2017-07-01,19.8,14.7,24.8,101.9,6.3,1014.0,,Les Maskoutains
2017-08-01,18.8,13.0,24.6,83.5,,,,Les Maskoutains
2017-09-01,17.2,11.0,23.2,56.5,,,,Les Maskoutains
2017-10-01,12.9,7.5,18.3,114.5,11.8,1016.4,,Les Maskoutains
2017-11-01,1.2,-3.2,5.5,80.0,,,,Les Maskoutains
2017-12-01,-9.6,-13.3,-5.9,58.0,10.7,1016.3,,Les Maskoutains
2018-01-01,-10.0,-14.9,-5.0,120.0,14.5,1019.7,,Les Maskoutains
2018-02-01,-4.6,-9.7,0.4,75.0,,,,Les Maskoutains
2018-03-01,-1.9,-5.8,2.4,57.1,,,,Les Maskoutains
2018-04-01,2.8,-0.5,7.9,162.0,,,,Les Maskoutains
2018-05-01,14.8,9.1,21.5,64.0,,,,Les Maskoutains
2018-06-01,19.2,11.9,23.5,87.4,,,,Les Maskoutains
2018-07-01,22.0,16.6,28.9,46.0,,,,Les Maskoutains
2018-08-01,21.5,16.0,27.4,47.0,,,,Les Maskoutains
2018-09-01,16.7,10.7,21.8,107.5,,,,Les Maskoutains
2018-10-01,5.7,3.1,10.6,102.9,,,,Les Maskoutains
2018-11-01,-2.0,-4.4,2.2,141.0,,,,Les Maskoutains
2018-12-01,-4.6,-10.4,-1.4,107.5,9.1,1017.9,,Les Maskoutains
2019-01-01,-10.0,-15.8,-5.6,97.5,,,,Les Maskoutains
2019-02-01,-7.6,-14.7,-3.3,75.9,,,,Les Maskoutains
2019-03-01,-2.7,-7.7,0.9,69.1,,,,Les Maskoutains
2019-04-01,5.3,0.5,9.7,136.0,,,,Les Maskoutains
2019-05-01,11.5,6.5,16.7,82.8,,,,Les Maskoutains
2019-06-01,17.0,12.1,23.8,75.8,7.2,1011.9,,Les Maskoutains
2019-07-01,21.8,16.4,28.2,67.6,6.0,1013.4,,Les Maskoutains
2019-08-01,19.2,13.5,25.2,44.0,5.8,1013.9,,Les Maskoutains
2019-09-01,16.1,9.7,20.3,128.0,,,,Les Maskoutains
2019-10-01,9.9,4.6,14.4,210.0,,,,Les Maskoutains
2019-11-01,-1.9,-4.8,1.8,67.3,,,,Les Maskoutains
2019-12-01,-4.4,-7.9,-0.3,61.5,,,,Les Maskoutains
2020-01-01,-5.1,-10.1,-2.1,102.2,7.2,1018.2,,Les Maskoutains
2020-02-01,-8.2,-12.4,-1.6,59.1,11.4,1014.9,,Les Maskoutains
2020-03-01,0.6,-3.6,5.1,92.2,,,,Les Maskoutains
2020-04-01,4.7,-0.3,10.1,69.5,12.6,1010.4,,Les Maskoutains
2020-05-01,13.8,7.3,19.3,83.0,15.4,1015.0,,Les Maskoutains
2020-06-01,19.3,13.3,25.7,42.0,10.2,1013.6,,Les Maskoutains
2020-07-01,23.0,17.5,28.7,163.2,9.1,1011.8,,Les Maskoutains
2020-08-01,19.3,14.5,24.6,141.7,7.8,1012.9,,Les Maskoutains
2020-09-01,14.3,9.0,19.7,113.8,10.4,1017.6,,Les Maskoutains
2020-10-01,8.3,4.3,12.8,117.0,10.7,1017.8,,Les Maskoutains
2020-11-01,4.7,1.0,8.9,43.2,13.4,1017.6,,Les Maskoutains
2020-12-01,-2.2,-5.2,1.6,39.6,13.5,1014.5,,Les Maskoutains
2021-01-01,-7.6,-11.4,-3.7,50.0,9.2,1016.0,,Les Maskoutains
2021-02-01,-9.0,-13.4,-3.1,48.5,10.3,1019.1,,Les Maskoutains
2021-03-01,-0.5,-4.6,5.1,42.4,,,,Les Maskoutains
2021-04-01,8.0,3.1,13.6,98.5,9.3,1011.9,,Les Maskoutains
2021-05-01,13.9,8.1,20.3,15.1,10.0,1017.0,,Les Maskoutains
2021-06-01,20.8,15.6,26.5,97.5,12.4,1012.6,,Les Maskoutains
2021-07-01,19.3,15.0,24.8,104.2,7.9,1014.0,,Les Maskoutains
2021-08-01,22.8,17.6,27.9,72.1,11.8,1015.6,,Les Maskoutains
